urun_fiyat,ekran_ekran_boyutu,ekran_ekran_teknolojisi,ekran_ekran_çözünürlüğü_standardı,ekran_ekran_yenileme_hızı,batarya_batarya_kapasitesi_tipik,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_kablosuz_şarj,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_video_kayıt_çözünürlüğü,kamera_video_fps_değeri,kamera_ön_kamera_çözünürlüğü,temel_donanim_cpu_çekirdeği,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalınlık,tasarim_ağırlık,tasarim_gövde_malzemesi_kapak,ağ_bağlantilari_5g,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_nfc,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi,özelli̇kler_suya_dayanıklılık
11.445727410406752,69.0,OLED,FHD+,120.0,4832.0,1.0,40.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,18.0,6.0,3.0,2697900.0,12.0,256.0,875.0,231.0,Cam,1,6.0,1.0,iOS,1.0
10.772686676876432,61.0,OLED,FHD+,60.0,3349.0,1.0,20.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,4.0,1753700.0,6.0,128.0,78.0,171.0,Cam,1,5.3,1.0,iOS,1.0
10.355599259176323,67.0,Dynamic AMOLED,FHD+,120.0,4900.0,1.0,45.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,10.0,4.0,1810600.0,8.0,256.0,74.0,190.0,Cam,1,5.4,1.0,Android,1.0
11.177452728682098,63.0,OLED,FHD+,120.0,3692.0,1.0,40.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,18.0,6.0,3.0,2542200.0,8.0,256.0,795.0,177.0,Cam,1,6.0,1.0,iOS,1.0
10.581419567289593,683.0,AMOLED,FHD+,144.0,5500.0,1.0,90.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,32.0,8.0,3.0,2393700.0,12.0,512.0,796.0,210.0,Fiberglass,1,6.0,1.0,Android,1.0
9.987185111557695,67.0,Super AMOLED,FHD+,120.0,5000.0,1.0,45.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,12.0,8.0,4.0,910500.0,8.0,256.0,74.0,198.0,Cam,1,5.3,1.0,Android,1.0
11.466881526468821,63.0,OLED,FHD+,120.0,3988.0,1.0,40.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,18.0,6.0,3.0,2430600.0,12.0,256.0,875.0,204.0,Cam,1,6.0,1.0,iOS,1.0
11.350406535472453,678.0,AMOLED,FHD+,120.0,7500.0,1.0,80.0,1,50.0,1.0,2160p (Ultra HD) 4K,60.0,50.0,8.0,3.0,2719600.0,16.0,512.0,825.0,224.0,,1,6.0,1.0,Android,1.0
10.977168112527893,61.0,OLED,FHD+,60.0,3561.0,1.0,25.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,3.0,1517700.0,8.0,128.0,78.0,170.0,Cam,1,5.3,1.0,iOS,1.0
10.658798875125242,683.0,AMOLED,FHD+,144.0,5500.0,1.0,90.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,32.0,8.0,3.0,2393700.0,12.0,256.0,796.0,210.0,Fiberglass,1,6.0,1.0,Android,1.0
11.289781913656018,671.0,OLED,FHD+,120.0,7100.0,1.0,100.0,1,50.0,1.0,2160p (Ultra HD) 4K,60.0,50.0,8.0,3.0,,12.0,512.0,832.0,219.0,,1,6.0,1.0,Android,1.0
10.086267337660777,61.0,OLED,FHD+,60.0,3227.0,1.0,20.0,1,12.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,5.0,1550800.0,4.0,128.0,765.0,174.0,Cam,1,5.0,1.0,iOS,1.0
9.423388333887711,667.0,AMOLED,FHD+,120.0,5500.0,1.0,45.0,0,200.0,1.0,1080p (Full HD),60.0,32.0,8.0,6.0,423900.0,8.0,256.0,824.0,180.0,Plastik (Cam Görünümlü),0,5.3,1.0,Android,1.0
9.783860755696242,67.0,Super AMOLED,FHD+,120.0,5000.0,1.0,45.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,12.0,8.0,4.0,655200.0,8.0,256.0,74.0,195.0,Cam,1,5.4,1.0,Android,1.0
9.998615897627705,667.0,AMOLED,FHD+,120.0,6000.0,1.0,90.0,0,50.0,1.0,2160p (Ultra HD) 4K,60.0,20.0,8.0,4.0,1700100.0,12.0,512.0,829.0,195.0,Kauçuk/Plastik (Deri Görünümlü) | Plastik (Cam Görünümlü),1,6.0,1.0,Android,1.0
10.492662142713096,67.0,AMOLED,FHD+,120.0,6000.0,1.0,100.0,1,200.0,1.0,2160p (Ultra HD) 4K,60.0,50.0,8.0,4.0,1902700.0,12.0,512.0,81.0,205.0,,1,5.4,1.0,Android,1.0
11.23142464912873,69.0,Dynamic AMOLED,QHD+,120.0,5000.0,1.0,45.0,1,200.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,8.0,3.0,2551600.0,12.0,256.0,82.0,218.0,Cam,1,5.4,1.0,Android,1.0
10.774780918479548,62.0,Dynamic AMOLED,FHD+,120.0,4000.0,1.0,25.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,8.0,3.0,2193700.0,12.0,256.0,72.0,162.0,Cam,1,5.4,1.0,Android,1.0
11.119882876860622,631.0,AMOLED,FHD+,120.0,6040.0,1.0,90.0,1,200.0,1.0,2160p (Ultra HD) 4K,60.0,50.0,8.0,3.0,2554000.0,16.0,512.0,795.0,190.0,Cam,1,6.0,1.0,Android,1.0
10.605990828020099,61.0,OLED,FHD+,60.0,4005.0,1.0,20.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,3.0,1405700.0,8.0,128.0,78.0,167.0,Cam,1,5.3,1.0,iOS,1.0
10.571316925111784,67.0,Dynamic AMOLED,QHD+,120.0,4900.0,1.0,45.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,10.0,4.0,1827100.0,12.0,256.0,77.0,196.0,Cam,1,5.3,1.0,Android,1.0
10.362785959820085,62.0,Dynamic AMOLED,FHD+,120.0,4000.0,1.0,25.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,10.0,4.0,1851600.0,8.0,256.0,76.0,167.0,Cam,1,5.3,1.0,Android,1.0
9.827457118251091,677.0,AMOLED,FHD+,120.0,6500.0,1.0,45.0,0,200.0,1.0,1080p (Full HD),60.0,32.0,8.0,6.0,,8.0,256.0,796.0,195.0,,0,5.3,1.0,Android,1.0
9.11363341713563,69.0,IPS LCD,HD+,120.0,6000.0,1.0,33.0,0,50.0,0.0,1080p (Full HD),30.0,8.0,8.0,12.0,274600.0,8.0,256.0,799.0,205.0,,0,5.4,1.0,Android,1.0
11.429201297364656,69.0,OLED,FHD+,120.0,4685.0,1.0,30.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,3.0,1949200.0,8.0,256.0,825.0,227.0,Cam,1,5.3,1.0,iOS,1.0
9.568014816247999,67.0,Super AMOLED,FHD+,120.0,5000.0,1.0,25.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,13.0,8.0,5.0,599200.0,8.0,256.0,77.0,200.0,Cam,1,5.3,1.0,Android,1.0
11.093947214225787,68.0,Dynamic AMOLED,QHD+,120.0,5000.0,1.0,45.0,1,200.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,8.0,4.0,2019200.0,12.0,256.0,86.0,232.0,Cam,1,5.3,1.0,Android,1.0
9.95227771670556,679.0,AMOLED,FHD+,120.0,7500.0,1.0,66.0,0,108.0,1.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,754200.0,8.0,256.0,776.0,189.0,Plastik (Cam Görünümlü),1,5.2,1.0,Android,1.0
8.955448122347393,67.0,PLS,HD+,90.0,5000.0,1.0,25.0,0,50.0,0.0,1080p (Full HD),30.0,8.0,8.0,6.0,394400.0,4.0,128.0,76.0,184.0,Plastik (Cam Görünümlü),0,5.3,0.0,Android,1.0
11.277297810511259,69.0,Dynamic AMOLED,QHD+,120.0,5000.0,1.0,45.0,1,200.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,8.0,3.0,2551600.0,12.0,512.0,82.0,218.0,Cam,1,5.4,1.0,Android,1.0
9.970722279392168,667.0,AMOLED,FHD+,120.0,6000.0,1.0,90.0,0,50.0,1.0,2160p (Ultra HD) 4K,60.0,20.0,8.0,4.0,1700100.0,8.0,256.0,829.0,195.0,Kauçuk/Plastik (Deri Görünümlü) | Plastik (Cam Görünümlü),1,6.0,1.0,Android,1.0
9.493039550406126,67.0,Super AMOLED,FHD+,90.0,5000.0,1.0,25.0,0,50.0,1.0,1080p (Full HD),30.0,13.0,8.0,5.0,463100.0,8.0,256.0,75.0,192.0,,1,5.3,1.0,Android,1.0
10.886501916453192,61.0,OLED,FHD+,60.0,3349.0,1.0,20.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,4.0,1753700.0,6.0,256.0,78.0,171.0,Cam,1,5.3,1.0,iOS,1.0
11.26446410567173,63.0,OLED,FHD+,120.0,3582.0,1.0,25.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,3.0,1853700.0,8.0,128.0,825.0,199.0,Cam,1,5.3,1.0,iOS,1.0
11.03488966402723,67.0,Dynamic AMOLED,QHD+,120.0,4900.0,1.0,45.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,8.0,3.0,2258900.0,12.0,256.0,73.0,190.0,Cam,1,5.4,1.0,Android,1.0
9.425528361561735,67.0,Super AMOLED,FHD+,120.0,5000.0,1.0,25.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,13.0,8.0,5.0,583300.0,6.0,128.0,77.0,200.0,Cam,1,5.3,1.0,Android,1.0
10.356997467739063,683.0,AMOLED,FHD+,120.0,5500.0,1.0,67.0,0,50.0,1.0,2160p (Ultra HD) 4K,60.0,32.0,8.0,4.0,1640700.0,12.0,256.0,75.0,194.0,Plastik (Cam Görünümlü),1,6.0,1.0,Android,1.0
9.71807983845394,657.0,AMOLED,FHD+,120.0,7000.0,1.0,80.0,0,50.0,0.0,1080p (Full HD),60.0,16.0,8.0,6.0,,8.0,256.0,8.0,185.0,,1,5.4,1.0,Android,1.0
11.254326741944388,67.0,OLED,FHD+,120.0,4441.0,1.0,20.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,3.0,1740400.0,8.0,256.0,825.0,221.0,Cam,1,5.3,1.0,iOS,1.0
11.400637565857323,678.0,AMOLED,FHD+,120.0,6510.0,1.0,90.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,50.0,8.0,3.0,2982900.0,16.0,512.0,799.0,226.0,Cam,1,5.4,1.0,Android,1.0
10.346986772628886,683.0,AMOLED,FHD+,120.0,6500.0,1.0,100.0,0,200.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,,8.0,256.0,847.0,2071.0,,1,5.4,1.0,Android,1.0
11.225243392518447,678.0,AMOLED,FHD+,165.0,7300.0,1.0,120.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,32.0,8.0,3.0,2790200.0,16.0,512.0,82.0,215.0,,1,6.0,1.0,Android,1.0
10.925938480238674,68.0,OLED,FHD+,120.0,5850.0,1.0,100.0,1,50.0,1.0,2160p (Ultra HD) 4K,60.0,50.0,8.0,3.0,2727900.0,12.0,512.0,88.0,223.0,Cam,1,5.4,1.0,Android,1.0
11.767567605824427,69.0,OLED,FHD+,120.0,4832.0,1.0,40.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,18.0,6.0,3.0,2697900.0,12.0,512.0,875.0,231.0,Cam,1,6.0,1.0,iOS,1.0
10.190807059268902,683.0,AMOLED,FHD+,120.0,6580.0,1.0,45.0,0,200.0,1.0,2160p (Ultra HD) 4K,30.0,20.0,8.0,4.0,,8.0,256.0,796.0,210.0,,1,5.4,1.0,Android,1.0
11.222573163962569,65.0,OLED,FHD+,120.0,3149.0,1.0,20.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,18.0,6.0,3.0,2123800.0,12.0,256.0,564.0,165.0,Cam,1,6.0,1.0,iOS,1.0
10.764571024654122,62.0,Dynamic AMOLED,FHD+,120.0,4000.0,1.0,25.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,8.0,3.0,2193700.0,12.0,128.0,72.0,162.0,Cam,1,5.4,1.0,Android,1.0
9.336973022909548,69.0,IPS LCD,FHD+,144.0,7000.0,1.0,33.0,0,50.0,0.0,1080p (Full HD),30.0,8.0,8.0,6.0,372100.0,8.0,256.0,84.0,214.0,,0,5.0,1.0,Android,1.0
10.346601626429049,683.0,AMOLED,FHD+,120.0,5500.0,1.0,67.0,0,50.0,1.0,2160p (Ultra HD) 4K,60.0,32.0,8.0,4.0,1640700.0,12.0,512.0,75.0,194.0,Plastik (Cam Görünümlü),1,6.0,1.0,Android,1.0
9.352107259626381,667.0,AMOLED,FHD+,120.0,5500.0,1.0,33.0,0,108.0,0.0,1080p (Full HD),60.0,20.0,8.0,6.0,443500.0,8.0,256.0,816.0,1965.0,Plastik (Cam Görünümlü),0,5.3,1.0,Android,1.0
9.694361544790091,67.0,Super AMOLED,FHD+,120.0,5000.0,1.0,45.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,12.0,8.0,4.0,655200.0,8.0,128.0,74.0,195.0,Cam,1,5.4,1.0,Android,1.0
11.187388242559194,61.0,OLED,FHD+,120.0,3274.0,1.0,20.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,3.0,1791300.0,8.0,128.0,825.0,187.0,Cam,1,5.3,1.0,iOS,1.0
9.644663713360154,667.0,AMOLED,FHD+,120.0,5100.0,1.0,67.0,0,200.0,1.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,581500.0,8.0,256.0,798.0,187.0,Cam,1,5.2,1.0,Android,1.0
11.270737973483964,673.0,AMOLED,QHD+,120.0,5410.0,1.0,90.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,32.0,8.0,3.0,2661600.0,16.0,512.0,948.0,226.0,,1,6.0,1.0,Android,1.0
10.807725945886109,67.0,Dynamic AMOLED,QHD+,120.0,3900.0,1.0,25.0,1,200.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,8.0,3.0,2161200.0,12.0,256.0,58.0,163.0,Cam,1,5.4,1.0,Android,1.0
10.292466168887824,67.0,Dynamic AMOLED,FHD+,120.0,4700.0,1.0,25.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,10.0,10.0,4.0,1832742.0,8.0,256.0,8.0,213.0,Cam,1,5.3,1.0,Android,1.0
10.898179029416,636.0,AMOLED,FHD+,120.0,5240.0,1.0,90.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,32.0,8.0,3.0,2692300.0,12.0,512.0,808.0,191.0,,1,6.0,1.0,Android,1.0
9.8633424122317,678.0,AMOLED,FHD+,144.0,5200.0,1.0,45.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,50.0,8.0,4.0,733500.0,8.0,256.0,729.0,178.0,,1,5.4,1.0,Android,1.0
9.312896960301275,67.0,Super AMOLED,FHD+,90.0,5000.0,1.0,25.0,0,50.0,1.0,1080p (Full HD),30.0,13.0,8.0,5.0,445300.0,6.0,128.0,75.0,192.0,,1,5.3,1.0,Android,1.0
9.781428952165564,64.0,Dynamic AMOLED,FHD+,120.0,4500.0,1.0,25.0,1,12.0,1.0,2160p (Ultra HD) 4K,60.0,32.0,8.0,5.0,955800.0,8.0,128.0,79.0,177.0,Polimer (Cam Görünümlü),1,5.0,1.0,Android,1.0
10.053576422944428,655.0,AMOLED,FHD+,120.0,6000.0,1.0,80.0,0,200.0,1.0,2160p (Ultra HD) 4K,30.0,50.0,8.0,4.0,838600.0,8.0,256.0,73.0,184.0,,1,5.4,1.0,Android,1.0
9.367344120785848,667.0,IPS LCD,HD+,120.0,6000.0,1.0,45.0,0,50.0,0.0,1080p (Full HD),30.0,8.0,8.0,6.0,,8.0,256.0,799.0,194.0,,1,5.4,1.0,Android,1.0
9.602896516791432,678.0,AMOLED,FHD+,144.0,5160.0,1.0,45.0,0,50.0,0.0,1440p (Quad HD) 2K,30.0,13.0,8.0,6.0,449900.0,8.0,256.0,609.0,156.0,,1,5.4,1.0,Android,1.0
11.12652741957929,67.0,OLED,FHD+,60.0,4674.0,1.0,30.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,3.0,1572700.0,8.0,128.0,78.0,199.0,Cam,1,5.3,1.0,iOS,1.0
10.102338411281293,655.0,AMOLED,FHD+,120.0,6000.0,1.0,80.0,0,200.0,1.0,2160p (Ultra HD) 4K,30.0,50.0,8.0,4.0,848100.0,12.0,256.0,73.0,184.0,,1,5.4,1.0,Android,1.0
10.19582128920296,667.0,AMOLED,FHD+,144.0,5000.0,1.0,67.0,0,50.0,1.0,2160p (Ultra HD) 4K,60.0,32.0,8.0,4.0,1359000.0,12.0,512.0,78.0,195.0,Plastik (Cam Görünümlü),1,5.4,1.0,Android,1.0
10.863332862022332,68.0,Dynamic AMOLED,QHD+,120.0,5000.0,1.0,45.0,1,200.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,8.0,4.0,1542300.0,8.0,256.0,89.0,233.0,Cam,1,5.3,1.0,Android,1.0
9.691901950055648,667.0,AMOLED,FHD+,120.0,5500.0,1.0,45.0,0,200.0,1.0,1080p (Full HD),60.0,32.0,8.0,6.0,452700.0,12.0,512.0,824.0,180.0,Plastik (Cam Görünümlü),0,5.3,1.0,Android,1.0
9.126958763037132,67.0,Super AMOLED,FHD+,90.0,5000.0,1.0,25.0,0,50.0,0.0,1080p (Full HD),30.0,13.0,8.0,6.0,387400.0,4.0,128.0,79.0,200.0,Plastik (Cam Görünümlü),0,5.3,1.0,Android,1.0
10.399707023912757,659.0,AMOLED,FHD+,120.0,6000.0,1.0,80.0,0,50.0,1.0,2160p (Ultra HD) 4K,60.0,50.0,8.0,4.0,1384000.0,12.0,256.0,742.0,187.0,,1,5.4,1.0,Android,1.0
9.923290179832307,67.0,Super AMOLED,FHD+,120.0,5000.0,1.0,45.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,12.0,8.0,4.0,910500.0,8.0,128.0,74.0,198.0,Cam,1,5.3,1.0,Android,1.0
10.915088464214607,69.0,AMOLED,FHD+,120.0,6500.0,1.0,100.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,32.0,8.0,3.0,2720000.0,12.0,256.0,805.0,220.0,,1,6.0,1.0,Android,1.0
9.674019669730162,677.0,AMOLED,FHD+,120.0,6000.0,1.0,33.0,0,108.0,0.0,1080p (Full HD),60.0,20.0,8.0,6.0,421300.0,8.0,256.0,794.0,1837.0,,0,5.3,1.0,Android,1.0
10.388102662282032,62.0,Dynamic AMOLED,FHD+,120.0,4000.0,1.0,25.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,10.0,4.0,1588900.0,8.0,128.0,76.0,167.0,Cam,1,5.3,1.0,Android,1.0
11.002089507817516,685.0,AMOLED,FHD+,144.0,7500.0,1.0,80.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,16.0,8.0,3.0,2974500.0,12.0,256.0,89.0,230.0,Cam,1,5.4,1.0,Android,1.0
10.389026137075234,61.0,OLED,FHD+,60.0,3279.0,1.0,20.0,1,12.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,5.0,1381900.0,6.0,128.0,78.0,172.0,Cam,1,5.3,1.0,iOS,1.0
10.950806546816688,632.0,OLED,FHD+,120.0,6200.0,1.0,80.0,0,200.0,1.0,2160p (Ultra HD) 4K,60.0,50.0,8.0,4.0,,12.0,512.0,813.0,188.0,,1,5.4,1.0,Android,1.0
9.792907326751548,64.0,Dynamic AMOLED,FHD+,120.0,4500.0,1.0,25.0,1,12.0,1.0,2160p (Ultra HD) 4K,60.0,32.0,8.0,5.0,941400.0,8.0,128.0,79.0,177.0,Polimer (Cam Görünümlü),1,5.0,1.0,Android,1.0
10.799575577092764,631.0,AMOLED,FHD+,120.0,6500.0,1.0,90.0,0,50.0,1.0,2160p (Ultra HD) 4K,60.0,50.0,8.0,4.0,1939800.0,12.0,256.0,799.0,186.0,Cam,1,5.4,1.0,Android,1.0
9.993520194239013,667.0,AMOLED,FHD+,120.0,5000.0,1.0,120.0,0,200.0,1.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,742500.0,12.0,512.0,89.0,2045.0,Cam,1,5.3,1.0,Android,1.0
9.635505487736227,657.0,AMOLED,FHD+,120.0,7000.0,1.0,80.0,0,50.0,0.0,1080p (Full HD),60.0,16.0,8.0,6.0,428000.0,8.0,256.0,8.0,188.0,,0,5.4,1.0,Android,1.0
9.472704636443673,667.0,AMOLED,FHD+,120.0,5000.0,1.0,67.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,6.0,599600.0,8.0,256.0,787.0,190.0,Kauçuk/Plastik (Deri Görünümlü),1,5.2,1.0,Android,1.0
11.018629143155449,69.0,AMOLED,FHD+,120.0,6500.0,1.0,100.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,32.0,8.0,3.0,2964400.0,16.0,512.0,805.0,220.0,,1,6.0,1.0,Android,1.0
