urun_fiyat,urun_puan,ekran_ekran_boyutu,ekran_ekran_teknolojisi,ekran_ekran_cozunurlugu_standardi,ekran_ekran_yenileme_hizi,ekran_ekran_dayanikliligi,batarya_batarya_kapasitesi_tipik,batarya_hizli_sarj,batarya_hizli_sarj_gucu_maks,batarya_kablosuz_sarj,kamera_kamera_cozunurlugu,kamera_optik_goruntu_sabitleyici_ois,kamera_video_kayit_cozunurlugu,kamera_video_fps_degeri,kamera_on_kamera_cozunurlugu,temel_donanim_cpu_cekirdegi,temel_donanim_cpu_uretim_teknolojisi,temel_donanim_antutu_puani_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalinlik,tasarim_agirlik,tasarim_govde_malzemesi_kapak,ag_baglantilari_5g,kablosuz_baglantilar_bluetooth_versiyonu,kablosuz_baglantilar_nfc,isletim_sistemi_isletim_sistemi,ozellikler_suya_dayaniklilik,ozellikler_suya_dayaniklilik_seviyesi,temel_donanim_yonga_seti_marka
32500.0,66.0,6.1,OLED,FHD+,60,Corning Ceramic Shield Glass,3279,Var,20.0,1,12,1.0,2160p (Ultra HD) 4K,60 fps,12.0,6 Çekirdek,5,1.381.900 Puan,6.0,128,7.8,172.0,Cam,Var,5.3,Var,iOS,1.0,IPX8,Apple
56999.0,,6.32,OLED,FHD+,120,Corning Gorilla Glass 7i,6200,Var,80.0,0,200,1.0,2160p (Ultra HD) 4K,60 fps,50.0,8 Çekirdek,4,,12.0,512,8.13,188.0,,Var,5.4,Var,Android,1.0,IPX9,MediaTek
17905.29,65.0,6.4,Dynamic AMOLED,FHD+,120,Corning Gorilla Glass Victus,4500,Var,25.0,1,12,1.0,2160p (Ultra HD) 4K,60 fps,32.0,8 Çekirdek,5,941.400 Puan,8.0,128,7.9,177.0,Polimer (Cam Görünümlü),Var,5.0,Var,Android,1.0,IPX8,Samsung Exynos
48999.0,81.0,6.31,AMOLED,FHD+,120,,6500,Var,90.0,0,50,1.0,2160p (Ultra HD) 4K,60 fps,50.0,8 Çekirdek,4,1.939.800 Puan,12.0,256,7.99,186.0,Cam,Var,5.4,Var,Android,1.0,IPX9,MediaTek
21883.2,69.0,6.67,AMOLED,FHD+,120,Corning Gorilla Glass Victus,5000,Var,120.0,0,200,1.0,2160p (Ultra HD) 4K,30 fps,16.0,8 Çekirdek,4,742.500 Puan,12.0,512,8.9,204.5,Cam,Var,5.3,Var,Android,1.0,IPX8,MediaTek
15297.43,60.0,6.57,AMOLED,FHD+,120,AGC Dragontrail DT-STAR D+,7000,Var,80.0,0,50,0.0,1080p (Full HD),60 fps,16.0,8 Çekirdek,6,428.000 Puan,8.0,256,8.0,188.0,,Yok,5.4,Var,Android,1.0,IPX9,MediaTek
12999.0,60.0,6.67,AMOLED,FHD+,120,,5000,Var,67.0,0,50,1.0,2160p (Ultra HD) 4K,30 fps,16.0,8 Çekirdek,6,599.600 Puan,8.0,256,7.87,190.0,Kauçuk/Plastik (Deri Görünümlü),Var,5.2,Var,Android,1.0,IPX4,MediaTek
60999.0,96.0,6.9,AMOLED,FHD+,120,Poco Shield Glass,6500,Var,100.0,1,50,1.0,4320p (Ultra HD) 8K,30 fps,32.0,8 Çekirdek,3,2.964.400 Puan,16.0,512,8.05,220.0,,Var,6.0,Var,Android,1.0,IPX8,Qualcomm
16664.52,,6.78,AMOLED,FHD+,144,,5000,Var,45.0,0,108,1.0,2160p (Ultra HD) 4K,60 fps,32.0,8 Çekirdek,4,1.003.900 Puan,12.0,256,8.15,194.0,,Var,,Var,Android,1.0,IPX4,MediaTek
59999.0,95.0,6.85,AMOLED,FHD+,144,,7200,Var,80.0,1,50,1.0,4320p (Ultra HD) 8K,30 fps,16.0,8 Çekirdek,3,2.941.800 Puan,16.0,512,8.6,227.0,Cam,Var,6.0,Var,Android,1.0,IPX9,Qualcomm
114999.0,90.0,6.3,OLED,FHD+,120,Corning Ceramic Shield Glass (Gen2),3988,Var,40.0,1,48,1.0,2160p (Ultra HD) 4K,60 fps,18.0,6 Çekirdek,3,2.430.600 Puan,12.0,512,8.75,204.0,Cam,Var,6.0,Var,iOS,1.0,IPX8,Apple
24254.46,,6.77,AMOLED,FHD+,120,Corning Gorilla Glass Victus 2,6500,Var,45.0,0,200,1.0,1080p (Full HD),60 fps,32.0,8 Çekirdek,6,,12.0,512,7.96,195.0,,Yok,5.3,Var,Android,1.0,IPX5,MediaTek
40999.0,,6.59,AMOLED,FHD+,120,Corning Gorilla Glass 7i,6210,Var,100.0,0,50,1.0,4320p (Ultra HD) 8K,30 fps,20.0,8 Çekirdek,3,,12.0,256,8.0,199.0,,Var,5.4,Var,Android,1.0,IPX8,Qualcomm
9999.0,50.0,6.7,Super AMOLED,FHD+,90,Corning Gorilla Glass Victus+,5000,Var,25.0,0,50,1.0,1080p (Full HD),30 fps,13.0,8 Çekirdek,6,428.100 Puan,4.0,128,7.5,190.0,Plastik (Cam Görünümlü),Yok,5.3,Var,Android,1.0,IPX4,MediaTek
37149.06,83.0,6.67,AMOLED,FHD+,144,Xiaomi Longjing Glass,5000,Var,120.0,1,50,1.0,4320p (Ultra HD) 8K,30 fps,32.0,8 Çekirdek,4,2.017.000 Puan,12.0,512,8.39,209.0,Cam,Var,5.4,Var,Android,1.0,IPX8,MediaTek
46999.0,,6.59,AMOLED,FHD+,120,Corning Gorilla Glass 7i,6500,Var,80.0,0,50,1.0,2160p (Ultra HD) 4K,60 fps,50.0,8 Çekirdek,4,,12.0,256,7.89,197.0,,Var,5.4,Var,Android,1.0,IPX9,Qualcomm
39999.0,,6.67,AMOLED,FHD+,120,Corning Gorilla Glass 7i,5150,Var,65.0,1,50,1.0,2160p (Ultra HD) 4K,60 fps,50.0,8 Çekirdek,4,,12.0,256,8.99,218.0,,Var,6.0,Var,Android,1.0,IPX8,Qualcomm
29999.0,69.0,6.67,AMOLED,FHD+,120,Corning Gorilla Glass Victus 2,5110,Var,120.0,0,200,1.0,2160p (Ultra HD) 4K,30 fps,20.0,8 Çekirdek,4,750.300 Puan,12.0,512,8.75,210.0,Cam | Kauçuk/Plastik (Deri Görünümlü),Var,5.4,Var,Android,1.0,IPX8,Qualcomm
71146.54,84.0,6.8,Dynamic AMOLED,QHD+,120,Corning Gorilla Armor,5000,Var,45.0,1,200,1.0,4320p (Ultra HD) 8K,30 fps,12.0,8 Çekirdek,4,2.043.500 Puan,12.0,512,8.6,232.0,Cam,Var,5.3,Var,Android,1.0,IPX8,Qualcomm
23799.0,,6.83,AMOLED,FHD+,120,Corning Gorilla Glass Victus 2,6500,Var,100.0,0,50,1.0,2160p (Ultra HD) 4K,30 fps,32.0,8 Çekirdek,4,,8.0,256,8.31,205.9,,Var,5.4,Var,Android,1.0,IPX9K,Qualcomm
15200.0,,6.9,IPS LCD,FHD+,144,,7000,Var,33.0,0,50,0.0,1080p (Full HD),30 fps,8.0,8 Çekirdek,6,,8.0,256,8.4,217.0,,Var,5.1,Var,Android,1.0,IPX4,Qualcomm
37053.9,83.0,6.36,AMOLED,FHD+,120,Corning Gorilla Glass Victus,4610,Var,90.0,1,50,1.0,4320p (Ultra HD) 8K,24 fps,32.0,8 Çekirdek,4,1.996.900 Puan,12.0,256,8.2,193.0,Cam,Var,5.4,Var,Android,1.0,IPX8,Qualcomm
9498.24,43.0,6.88,IPS LCD,HD+,120,Corning Gorilla Glass 3,5160,Var,,0,50,0.0,1080p (Full HD),30 fps,13.0,8 Çekirdek,12,270.100 Puan,8.0,256,8.22,211.0,Kauçuk/Plastik (Deri Görünümlü) | Plastik (Cam Görünümlü),Yok,5.4,Yok,Android,1.0,IPX2,MediaTek
12221.03,60.0,6.67,AMOLED,FHD+,120,Corning Gorilla Glass 5,5000,Var,67.0,0,50,1.0,2160p (Ultra HD) 4K,30 fps,16.0,8 Çekirdek,6,585.100 Puan,8.0,256,7.9,187.0,Cam,Var,5.2,Var,Android,1.0,IPX3,MediaTek
9799.0,54.0,6.78,AMOLED,FHD+,120,Corning Gorilla Glass,5000,Var,33.0,0,50,1.0,1440p (Quad HD) 2K,30 fps,13.0,8 Çekirdek,6,412.400 Puan,8.0,256,7.62,180.0,Plastik (Cam Görünümlü),Yok,5.3,Var,Android,1.0,IPX3,MediaTek
47889.0,74.0,6.1,OLED,FHD+,60,Corning Ceramic Shield Glass,4005,Var,20.0,1,48,1.0,2160p (Ultra HD) 4K,60 fps,12.0,6 Çekirdek,3,1.405.700 Puan,8.0,256,7.8,167.0,Cam,Var,5.3,Var,iOS,1.0,IPX8,Apple
82999.0,86.0,6.3,OLED,FHD+,120,Corning Ceramic Shield Glass (Gen2),3582,Var,25.0,1,48,1.0,2160p (Ultra HD) 4K,60 fps,12.0,6 Çekirdek,3,1.853.700 Puan,8.0,256,8.25,199.0,Cam,Var,5.3,Var,iOS,1.0,IPX8,Apple
47420.0,90.0,6.83,AMOLED,FHD+,144,Corning Gorilla Glass 7i,5500,Var,90.0,1,50,1.0,4320p (Ultra HD) 8K,30 fps,32.0,8 Çekirdek,3,2.393.700 Puan,12.0,1,7.96,210.0,Fiberglass,Var,6.0,Var,Android,1.0,IPX8,MediaTek
14247.36,59.0,6.67,AMOLED,FHD+,120,Corning Gorilla Glass 5,5000,Var,67.0,0,200,1.0,1080p (Full HD),60 fps,16.0,8 Çekirdek,6,430.200 Puan,8.0,256,7.98,188.0,Cam,Yok,5.2,Var,Android,1.0,IPX4,MediaTek
,75.0,6.1,OLED,FHD+,120,Corning Ceramic Shield Glass,3200,Var,20.0,1,48,1.0,2160p (Ultra HD) 4K,60 fps,12.0,6 Çekirdek,4,1.432.800 Puan,6.0,128,7.85,206.0,Cam,Var,5.3,Var,iOS,1.0,IPX8,Apple
85595.0,90.0,6.9,Dynamic AMOLED,QHD+,120,Corning Gorilla Armor 2,5000,Var,45.0,1,200,1.0,4320p (Ultra HD) 8K,30 fps,12.0,8 Çekirdek,3,2.551.600 Puan,12.0,1,8.2,218.0,Cam,Var,5.4,Var,Android,1.0,IPX8,Qualcomm
,77.0,6.7,OLED,FHD+,120,Corning Ceramic Shield Glass,4323,Var,20.0,1,48,1.0,2160p (Ultra HD) 4K,60 fps,12.0,6 Çekirdek,4,1.761.400 Puan,6.0,128,7.85,240.0,Cam,Var,5.3,Var,iOS,1.0,IPX8,Apple
48699.9,88.0,6.67,AMOLED,QHD+,120,Poco Shield Glass,5300,Var,120.0,1,50,1.0,4320p (Ultra HD) 8K,24 fps,32.0,8 Çekirdek,3,2.634.300 Puan,16.0,512,8.39,212.0,Cam,Var,6.0,Var,Android,1.0,IPX8,Qualcomm
69998.11,92.0,6.85,AMOLED,FHD+,144,Corning Gorilla Glass,7500,Var,80.0,1,50,1.0,4320p (Ultra HD) 8K,30 fps,16.0,8 Çekirdek,3,3.229.800 Puan,16.0,512,8.9,230.0,Cam,Var,5.4,Var,Android,1.0,IPX8,Qualcomm
39999.0,68.0,6.1,Dynamic AMOLED,FHD+,120,Corning Gorilla Glass Victus+,3700,Var,25.0,1,50,1.0,4320p (Ultra HD) 8K,24 fps,10.0,8 Çekirdek,4,1.206.700 Puan,8.0,128,7.6,168.0,Cam,Var,5.2,Var,Android,1.0,IPX8,Qualcomm
1399.0,11.0,4.0,Super AMOLED,SD,60,,1500,Yok,,0,5,0.0,720p (HD),30 fps,0.3,2 Çekirdek,45,,1.0,8,9.9,120.0,,Yok,4.0,Yok,Android,0.0,,Other
90912.0,81.0,6.5,Dynamic AMOLED,FHD+,120,Corning Gorilla Glass Ceramic 2,4400,Var,25.0,1,200,1.0,4320p (Ultra HD) 8K,30 fps,10.0,8 Çekirdek,3,1.995.100 Puan,12.0,256,8.9,215.0,Cam,Var,5.4,Var,Android,1.0,IPX8,Qualcomm
53999.0,,6.83,AMOLED,FHD+,165,Corning Gorilla Glass 7i,7400,Var,80.0,0,50,1.0,2160p (Ultra HD) 4K,60 fps,32.0,8 Çekirdek,3,,12.0,512,8.3,215.0,,Var,6.0,Var,Android,1.0,IPX9K,Qualcomm
12095.04,54.0,6.67,AMOLED,FHD+,120,Corning Gorilla Glass 5,5500,Var,33.0,0,108,0.0,1080p (Full HD),60 fps,20.0,8 Çekirdek,6,443.500 Puan,8.0,128,8.16,196.5,Plastik (Cam Görünümlü),Yok,5.3,Var,Android,1.0,IPX4,MediaTek
28496.33,75.0,6.67,AMOLED,FHD+,144,Corning Gorilla Glass 5,5000,Var,67.0,0,50,1.0,2160p (Ultra HD) 4K,60 fps,32.0,8 Çekirdek,4,1.359.000 Puan,12.0,256,7.8,195.0,Plastik (Cam Görünümlü),Var,5.4,Var,Android,1.0,IPX8,MediaTek
29949.85,76.0,6.67,AMOLED,FHD+,144,Corning Gorilla Glass 5,5000,Var,120.0,0,50,1.0,4320p (Ultra HD) 8K,24 fps,20.0,8 Çekirdek,4,1.527.500 Puan,12.0,512,8.62,206.0,Cam | Kauçuk/Plastik (Deri Görünümlü),Var,5.4,Var,Android,1.0,IPX8,MediaTek
21500.0,57.0,6.7,AMOLED,FHD+,120,,5000,Var,67.0,0,100,1.0,2160p (Ultra HD) 4K,30 fps,16.0,8 Çekirdek,6,545.400 Puan,8.0,256,8.7,191.0,Kauçuk/Plastik (Deri Görünümlü),Var,5.2,Var,Android,0.0,,MediaTek
27999.0,67.0,6.79,AMOLED,FHD+,120,,7500,Var,66.0,0,108,1.0,2160p (Ultra HD) 4K,30 fps,16.0,8 Çekirdek,4,754.200 Puan,8.0,512,7.76,189.0,Plastik (Cam Görünümlü),Var,5.2,Var,Android,1.0,IPX9K,Qualcomm
14278.0,,6.77,AMOLED,FHD+,120,,6500,Var,90.0,0,50,0.0,1080p (Full HD),30 fps,32.0,8 Çekirdek,6,,8.0,256,7.59,194.0,,Yok,5.0,Var,Android,1.0,IPX5,Qualcomm
8799.0,49.0,6.72,IPS LCD,FHD+,90,,5000,Var,33.0,0,108,0.0,1080p (Full HD),30 fps,8.0,8 Çekirdek,6,314.800 Puan,8.0,256,7.59,185.0,Plastik (Cam Görünümlü),Yok,5.0,Var,Android,1.0,IPX4,Qualcomm
11979.5,,6.75,IPS LCD,HD+,120,,6000,Var,18.0,0,50,0.0,1440p (Quad HD) 2K,30 fps,5.0,8 Çekirdek,6,,8.0,256,8.14,199.0,,Var,5.4,Var,Android,1.0,IPX4,MediaTek
87799.0,83.0,6.3,OLED,FHD+,120,Corning Ceramic Shield Glass (Gen2),3692,Var,40.0,1,48,1.0,2160p (Ultra HD) 4K,60 fps,18.0,6 Çekirdek,3,2.542.200 Puan,8.0,512,7.95,177.0,Cam,Var,6.0,Var,iOS,1.0,IPX8,Apple
55824.0,77.0,6.8,OLED,FHD+,120,Kunlun Glass 2,5170,Var,100.0,1,50,1.0,2160p (Ultra HD) 4K,60 fps,13.0,8 Çekirdek,7,1.105.100 Puan,12.0,512,8.3,219.0,Cam,Yok,5.2,Var,Android,1.0,IPX9,HiSilicon Kirin
21293.56,66.0,6.67,AMOLED,FHD+,120,Corning Gorilla Glass Victus,5100,Var,67.0,0,200,1.0,2160p (Ultra HD) 4K,30 fps,16.0,8 Çekirdek,4,601.700 Puan,12.0,512,7.98,187.0,Cam,Var,5.2,Var,Android,1.0,IPX4,Qualcomm
24700.0,50.0,6.1,IPS LCD,HD+,60,,3110,Var,20.0,1,12,1.0,2160p (Ultra HD) 4K,60 fps,12.0,6 Çekirdek,7,950.700 Puan,4.0,64,8.3,194.0,Cam,Yok,5.0,Var,iOS,1.0,IPX8,Apple
67450.0,72.0,6.7,OLED,FHD+,60,Corning Ceramic Shield Glass,4383,Var,20.0,1,48,1.0,2160p (Ultra HD) 4K,60 fps,12.0,6 Çekirdek,4,1.417.400 Puan,6.0,128,7.8,201.0,Cam,Var,5.3,Var,iOS,1.0,IPX8,Apple
79999.0,70.0,6.1,OLED,FHD+,120,Corning Ceramic Shield Glass,3095,Var,20.0,1,12,1.0,2160p (Ultra HD) 4K,60 fps,12.0,6 Çekirdek,5,1.484.600 Puan,6.0,128,7.65,204.0,Cam,Var,5.0,Var,iOS,1.0,IPX8,Apple
85499.0,79.0,6.8,OLED,FHD+,120,Crystal Armour Kunlun Glass 2,5170,Var,100.0,1,50,1.0,2160p (Ultra HD) 4K,60 fps,13.0,8 Çekirdek,7,1.160.300 Puan,16.0,512,8.3,233.5,Cam,Yok,5.2,Var,Android,1.0,IPX9,HiSilicon Kirin
40201.29,74.0,6.7,Dynamic AMOLED,FHD+,120,Corning Gorilla Glass Victus 2,4000,Var,25.0,1,50,1.0,2160p (Ultra HD) 4K,60 fps,10.0,8 Çekirdek,4,1.511.600 Puan,12.0,256,6.9,187.0,Cam,Var,5.3,Var,Android,1.0,IPX8,Qualcomm
15499.0,62.0,6.7,AMOLED,FHD+,120,,5000,Var,67.0,0,50,1.0,2160p (Ultra HD) 4K,30 fps,16.0,8 Çekirdek,4,615.500 Puan,8.0,256,8.75,190.0,,Var,5.2,Var,Android,1.0,IPX5,Qualcomm
33399.0,,6.57,AMOLED,FHD+,120,,7000,Var,80.0,0,50,1.0,2160p (Ultra HD) 4K,30 fps,50.0,8 Çekirdek,4,,12.0,256,8.27,202.0,,Var,5.1,Var,Android,1.0,IPX9,Qualcomm
26131.01,65.0,6.57,AMOLED,FHD+,120,AGC Dragontrail DT-STAR D+,6000,Var,45.0,0,50,1.0,2160p (Ultra HD) 4K,30 fps,32.0,8 Çekirdek,4,677.736 Puan,12.0,256,7.78,180.0,,Var,5.1,Var,Android,1.0,IPX9,Qualcomm
23000.0,63.0,6.6,Super AMOLED,FHD+,120,Corning Gorilla Glass Victus+,5000,Var,25.0,0,50,1.0,2160p (Ultra HD) 4K,30 fps,32.0,8 Çekirdek,4,740.800 Puan,8.0,128,8.2,213.0,Cam,Var,5.3,Var,Android,1.0,IPX7,Samsung Exynos
18914.03,61.0,6.4,Super AMOLED,FHD+,120,Corning Gorilla Glass 5,5000,Var,25.0,0,50,1.0,2160p (Ultra HD) 4K,30 fps,32.0,8 Çekirdek,5,623.500 Puan,8.0,128,8.2,202.0,Cam,Var,5.3,Var,Android,1.0,IPX7,Samsung Exynos
27999.0,70.0,6.55,AMOLED,FHD+,120,,6000,Var,80.0,0,200,1.0,2160p (Ultra HD) 4K,30 fps,50.0,8 Çekirdek,4,848.100 Puan,12.0,512,7.3,184.0,,Var,5.4,Var,Android,1.0,IPX6,Qualcomm
74899.0,79.0,6.7,OLED,FHD+,60,Corning Ceramic Shield Glass (Gen2),4674,Var,30.0,1,48,1.0,2160p (Ultra HD) 4K,60 fps,12.0,6 Çekirdek,3,1.572.700 Puan,8.0,256,7.8,199.0,Cam,Var,5.3,Var,iOS,1.0,IPX8,Apple
42999.0,85.0,6.59,AMOLED,FHD+,120,Corning Gorilla Glass 7i,6210,Var,100.0,0,50,1.0,4320p (Ultra HD) 8K,30 fps,20.0,8 Çekirdek,3,,12.0,512,8.0,199.0,,Var,5.4,Var,Android,1.0,IPX8,Qualcomm
58499.03,76.0,6.9,Dynamic AMOLED,FHD+,120,Corning Gorilla Glass Victus 2,4300,Var,25.0,1,50,1.0,2160p (Ultra HD) 4K,60 fps,10.0,10 Çekirdek,3,1.943.900 Puan,12.0,256,6.5,188.0,Cam,Var,5.4,Var,Android,1.0,IPX8,Samsung Exynos
12799.0,52.0,6.7,Super AMOLED,FHD+,90,,5000,Var,25.0,0,50,0.0,1080p (Full HD),30 fps,13.0,8 Çekirdek,5,435.900 Puan,8.0,256,7.9,200.0,Plastik (Cam Görünümlü),Var,5.3,Var,Android,1.0,IPX4,Samsung Exynos
17133.51,61.0,6.6,Super AMOLED,FHD+,120,Corning Gorilla Glass Victus+,5000,Var,25.0,0,50,1.0,2160p (Ultra HD) 4K,30 fps,13.0,8 Çekirdek,5,612.100 Puan,8.0,128,8.2,209.0,Cam,Var,5.3,Var,Android,1.0,IPX7,Samsung Exynos
66468.25,88.0,6.73,AMOLED,QHD+,120,Xiaomi Shield Glass,5000,Var,90.0,1,50,1.0,4320p (Ultra HD) 8K,30 fps,32.0,8 Çekirdek,4,2.114.700 Puan,16.0,512,9.2,219.8,Cam | Kauçuk/Plastik (Deri Görünümlü),Var,5.4,Var,Android,1.0,IPX8,Qualcomm
38199.04,69.0,6.9,Dynamic AMOLED,QHD+,120,Corning Gorilla Glass Victus,4500,Var,25.0,1,108,1.0,4320p (Ultra HD) 8K,24 fps,10.0,8 Çekirdek,7,,8.0,256,8.1,208.0,Cam,Yok,5.0,Var,Android,1.0,IPX8,Samsung Exynos
44999.0,71.0,6.1,Dynamic AMOLED,FHD+,120,Corning Gorilla Glass Victus 2,3900,Var,25.0,1,50,1.0,4320p (Ultra HD) 8K,30 fps,12.0,8 Çekirdek,4,1.524.200 Puan,8.0,128,7.6,168.0,Cam,Var,5.3,Var,Android,1.0,IPX8,Qualcomm
9976.05,52.0,6.7,AMOLED,FHD+,120,Corning Gorilla Glass 5,5000,Var,33.0,0,50,0.0,1440p (Quad HD) 2K,30 fps,16.0,8 Çekirdek,6,415.200 Puan,8.0,256,7.96,188.0,Cam,Yok,5.2,Var,Android,0.0,,MediaTek
24490.56,71.0,6.67,AMOLED,FHD+,144,Corning Gorilla Glass 5,5000,Var,67.0,0,50,1.0,2160p (Ultra HD) 4K,30 fps,20.0,8 Çekirdek,4,934.100 Puan,12.0,256,8.62,197.0,Cam | Kauçuk/Plastik (Deri Görünümlü),Var,5.4,Var,Android,1.0,IPX8,MediaTek
93000.0,82.0,6.5,Dynamic AMOLED,FHD+,120,Corning Gorilla Glass Ceramic 2,4400,Var,25.0,1,200,1.0,4320p (Ultra HD) 8K,30 fps,10.0,8 Çekirdek,3,1.995.100 Puan,12.0,512,8.9,215.0,Cam,Var,5.4,Var,Android,1.0,IPX8,Qualcomm
9499.0,49.0,6.72,IPS LCD,FHD+,90,ArmorShell Tempered Glass,5828,Var,45.0,0,50,0.0,1080p (Full HD),30 fps,8.0,8 Çekirdek,12,279.100 Puan,8.0,128,7.99,196.0,Plastik (Cam Görünümlü),Yok,5.0,Var,Android,1.0,IPX9,MediaTek
6704.64,40.0,6.3,IPS LCD,FHD+,60,Corning Gorilla Glass 5,4000,Var,18.0,0,48,0.0,2160p (Ultra HD) 4K,30 fps,13.0,8 Çekirdek,11,250.300 Puan,4.0,64,8.35,190.0,Cam,Yok,4.2,Yok,Android,1.0,Sadece Sıçramalara Karşı,Qualcomm
55347.05,83.0,6.7,Dynamic AMOLED,QHD+,120,Corning Gorilla Glass Ceramic 2,3900,Var,25.0,1,200,1.0,4320p (Ultra HD) 8K,30 fps,12.0,8 Çekirdek,3,2.161.200 Puan,12.0,512,5.8,163.0,Cam,Var,5.4,Var,Android,1.0,IPX8,Qualcomm
33902.5,73.0,6.1,Dynamic AMOLED,FHD+,120,Corning Gorilla Glass Victus 2,3900,Var,25.0,1,50,1.0,4320p (Ultra HD) 8K,30 fps,12.0,8 Çekirdek,4,1.591.500 Puan,8.0,256,7.6,168.0,Cam,Var,5.3,Var,Android,1.0,IPX8,Qualcomm
23789.0,65.0,6.78,AMOLED,FHD+,144,Corning Gorilla Glass 7i,5200,Var,45.0,0,50,1.0,2160p (Ultra HD) 4K,30 fps,50.0,8 Çekirdek,4,733.500 Puan,12.0,256,7.29,178.0,,Var,5.4,Var,Android,1.0,IPX9,MediaTek
39900.0,75.0,6.7,Dynamic AMOLED,FHD+,120,Corning Gorilla Glass Victus+,4900,Var,45.0,1,50,1.0,4320p (Ultra HD) 8K,30 fps,12.0,10 Çekirdek,4,1.810.600 Puan,8.0,512,7.4,190.0,Cam,Var,5.4,Var,Android,1.0,IPX8,Samsung Exynos
12799.0,,6.78,AMOLED,FHD+,144,Corning Gorilla Glass 7i,5200,Var,45.0,0,50,0.0,1440p (Quad HD) 2K,30 fps,13.0,8 Çekirdek,6,446.000 Puan,8.0,256,6.69,170.0,Plastik (Cam Görünümlü),Yok,5.4,Var,Android,1.0,IPX4,MediaTek
17879.04,65.0,6.67,AMOLED,FHD+,120,Corning Gorilla Glass 5,5000,Var,67.0,0,64,1.0,2160p (Ultra HD) 4K,30 fps,16.0,8 Çekirdek,4,1.134.500 Puan,12.0,256,7.9,181.0,Plastik (Cam Görünümlü),Var,5.3,Var,Android,1.0,IPX3,Qualcomm
22847.34,71.0,6.67,AMOLED,FHD+,120,Corning Gorilla Glass Victus,5000,Var,90.0,0,50,1.0,2160p (Ultra HD) 4K,60 fps,20.0,8 Çekirdek,4,1.510.100 Puan,12.0,512,7.8,179.0,Plastik (Cam Görünümlü),Var,5.4,Var,Android,1.0,IPX4,Qualcomm
